method	n	seed	col	coverage	r2	length	group	subgroup	cv
CalPred	10000	5	age_q_9	0.945945945945946	0.0017398227141821453	0.7618285393297212	Age	9	2
CalPred	10000	5	age_q_9	0.945945945945946	0.004563435981230459	0.7618285393297212	Age	9	3
CalPred	10000	5	age_q_9	0.945945945945946	0.004571331109758207	0.7618285393297212	Age	9	4
CalPred	10000	5	age_q_9	0.945945945945946	0.004906519947726788	0.7618285393297212	Age	9	5
CalPred	10000	5	education_q_1	0.9403973509933776	0.006593307648168815	1.062355205716539	Education	1	1
CalPred	10000	5	education_q_1	0.9403973509933776	0.0005662107224356183	1.062355205716539	Education	1	2
CalPred	10000	5	education_q_1	0.9403973509933776	0.004782457579836813	1.062355205716539	Education	1	3
CalPred	10000	5	education_q_1	0.9403973509933776	0.004193206357260799	1.062355205716539	Education	1	4
CalPred	10000	5	education_q_1	0.9403973509933776	0.0032515234117525263	1.062355205716539	Education	1	5
CalPred	10000	5	education_q_4	0.9551801413549388	0.006599739912388857	0.8872485568284063	Education	4	1
CalPred	10000	5	education_q_4	0.9551801413549388	0.00517106478603909	0.8872485568284063	Education	4	2
CalPred	10000	5	education_q_4	0.9551801413549388	0.005764594965304346	0.8872485568284063	Education	4	3
CalPred	10000	5	education_q_4	0.9551801413549388	0.005925145235601885	0.8872485568284063	Education	4	4
CalPred	10000	5	education_q_4	0.9551801413549388	0.005510152909417962	0.8872485568284063	Education	4	5
CalPred	10000	5	income_q_1	0.9515235457063712	0.014396612146976987	1.0951775898742122	Income	1	1
CalPred	10000	5	income_q_1	0.9515235457063712	0.008799686480142153	1.0951775898742122	Income	1	2
CalPred	10000	5	income_q_1	0.9515235457063712	0.010139929725203488	1.0951775898742122	Income	1	3
CalPred	10000	5	income_q_1	0.9515235457063712	0.011011152133363704	1.0951775898742122	Income	1	4
CalPred	10000	5	income_q_1	0.9515235457063712	0.005310087946360915	1.0951775898742122	Income	1	5
CalPred	10000	5	income_q_5	0.9459882583170256	0.009336310018376263	0.929756708003006	Income	5	1
CalPred	10000	5	income_q_5	0.9459882583170256	0.008334993398351668	0.929756708003006	Income	5	2
CalPred	10000	5	income_q_5	0.9459882583170256	0.011203840372774991	0.929756708003006	Income	5	3
CalPred	10000	5	income_q_5	0.9459882583170256	0.009649253248460601	0.929756708003006	Income	5	4
CalPred	10000	5	income_q_5	0.9459882583170256	0.011349610324149597	0.929756708003006	Income	5	5
CalPred	10000	5	income_q_9	0.9593582887700536	0.004943581665238796	0.814284457761177	Income	9	1
CalPred	10000	5	income_q_9	0.9593582887700536	0.007695903605810488	0.814284457761177	Income	9	2
CalPred	10000	5	income_q_9	0.9593582887700536	0.00883623106641078	0.814284457761177	Income	9	3
CalPred	10000	5	income_q_9	0.9593582887700536	0.0072430710631412295	0.814284457761177	Income	9	4
CalPred	10000	5	income_q_9	0.9593582887700536	0.005949641800842058	0.814284457761177	Income	9	5
CalPred	10000	5	marginal	0.9526	0.00966762933915517	0.9267713729308588	Overall		1
CalPred	10000	5	marginal	0.9526	0.008646448120550671	0.9267713729308588	Overall		2
CalPred	10000	5	marginal	0.9526	0.009363063943224448	0.9267713729308588	Overall		3
CalPred	10000	5	marginal	0.9526	0.010217047903611479	0.9267713729308588	Overall		4
CalPred	10000	5	marginal	0.9526	0.00892424191249024	0.9267713729308588	Overall		5
CalPred	10000	5	sex_q_0	0.9547176025028816	0.013075907063085567	1.015022461678836	Sex	0	1
CalPred	10000	5	sex_q_0	0.9547176025028816	0.01202780689437804	1.015022461678836	Sex	0	2
CalPred	10000	5	sex_q_0	0.9547176025028816	0.01339096138755419	1.015022461678836	Sex	0	3
CalPred	10000	5	sex_q_0	0.9547176025028816	0.013460181007610341	1.015022461678836	Sex	0	4
CalPred	10000	5	sex_q_0	0.9547176025028816	0.011975432359295188	1.015022461678836	Sex	0	5
CalPred	10000	5	sex_q_1	0.9493251846193024	0.005020051712955302	0.7902934350733426	Sex	1	1
CalPred	10000	5	sex_q_1	0.9493251846193024	0.0039601250712418155	0.7902934350733426	Sex	1	2
CalPred	10000	5	sex_q_1	0.9493251846193024	0.003892966343926384	0.7902934350733426	Sex	1	3
CalPred	10000	5	sex_q_1	0.9493251846193024	0.005610362845283284	0.7902934350733426	Sex	1	4
CalPred	10000	5	sex_q_1	0.9493251846193024	0.004580708208380483	0.7902934350733426	Sex	1	5
CalPred	10000	6	age_q_0	0.9705284552845528	0.015474013812211569	1.0310538777280729	Age	0	1
CalPred	10000	6	age_q_0	0.9705284552845528	0.022701838193068334	1.0310538777280729	Age	0	2
CalPred	10000	6	age_q_0	0.9705284552845528	0.019773121938857347	1.0310538777280729	Age	0	3
CalPred	10000	6	age_q_0	0.9705284552845528	0.01981795876488644	1.0310538777280729	Age	0	4
CalPred	10000	6	age_q_0	0.9705284552845528	0.018073160032168092	1.0310538777280729	Age	0	5
CalPred	10000	6	age_q_4	0.9499545040946314	0.008352424866304033	0.9266817951152742	Age	4	1
CalPred	10000	6	age_q_4	0.9499545040946314	0.011073048434696456	0.9266817951152742	Age	4	2
CalPred	10000	6	age_q_4	0.9499545040946314	0.00966283350525708	0.9266817951152742	Age	4	3
CalPred	10000	6	age_q_4	0.9499545040946314	0.012664144380567855	0.9266817951152742	Age	4	4
CalPred	10000	6	age_q_4	0.9499545040946314	0.007966613672061052	0.9266817951152742	Age	4	5
CalPred	10000	6	age_q_4	0.945337620578778	0.008352424866304033	0.954247742919542	Age	4	1
CalPred	10000	6	age_q_4	0.945337620578778	0.011073048434696456	0.954247742919542	Age	4	2
CalPred	10000	6	age_q_4	0.945337620578778	0.00966283350525708	0.954247742919542	Age	4	3
CalPred	10000	6	age_q_4	0.945337620578778	0.012664144380567855	0.954247742919542	Age	4	4
CalPred	10000	6	age_q_4	0.945337620578778	0.007966613672061052	0.954247742919542	Age	4	5
CalPred	10000	6	age_q_9	0.954498448810755	0.007818336348578573	0.7589476067726494	Age	9	1
CalPred	10000	6	age_q_9	0.954498448810755	0.007814898558649528	0.7589476067726494	Age	9	2
CalPred	10000	6	age_q_9	0.954498448810755	0.003545327152481969	0.7589476067726494	Age	9	3
CalPred	10000	6	age_q_9	0.954498448810755	0.007326533735763981	0.7589476067726494	Age	9	4
CalPred	10000	6	age_q_9	0.954498448810755	0.005723936070139983	0.7589476067726494	Age	9	5
CalPred	10000	6	education_q_1	0.944055944055944	0.028329290650252623	1.0872593321633008	Education	1	1
CalPred	10000	6	education_q_1	0.944055944055944	0.04555563192689102	1.0872593321633008	Education	1	2
CalPred	10000	6	education_q_1	0.944055944055944	0.04234207144655293	1.0872593321633008	Education	1	3
CalPred	10000	6	education_q_1	0.944055944055944	0.04245656923199724	1.0872593321633008	Education	1	4
CalPred	10000	6	education_q_1	0.944055944055944	0.04347218502584569	1.0872593321633008	Education	1	5
CalPred	10000	6	education_q_4	0.9565888812628688	0.004979089050883665	0.8844754431330926	Education	4	1
CalPred	10000	6	education_q_4	0.9565888812628688	0.006152866430667131	0.8844754431330926	Education	4	2
CalPred	10000	6	education_q_4	0.9565888812628688	0.006198019467143367	0.8844754431330926	Education	4	3
